,Aryl_halide_name,Aryl_halide_smi,Methylaniline_name,Methylaniline_smi,Additive_name,Additive_smi,Base_name,Base_smi,Pd_catalyst_name,Pd_catalyst_smi,Product_name,Product_smi,rxn,Output,React_sites_H_M,Prod_sites,Pd_site
93,Halide_14,FC(F)(F)c1ccc(Br)cc1,Methylaniline_0,Cc1ccc(N)cc1,Additive_19,Cc1cc(-n2cccc2)no1,Base_1,CN1CCCN2CCCN=C12,Pd_0,O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1c(OC)ccc(OC)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)),Product_93,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,FC(F)(F)c1ccc(Br)cc1.Cc1ccc(N)cc1.O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1c(OC)ccc(OC)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)).Cc1cc(-n2cccc2)no1.CN1CCCN2CCCN=C12>>Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,37.4061745,"((7,), (5,))","((6,), (5,))",8
94,Halide_9,CCc1ccc(Cl)cc1,Methylaniline_0,Cc1ccc(N)cc1,Additive_19,Cc1cc(-n2cccc2)no1,Base_1,CN1CCCN2CCCN=C12,Pd_2,O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1c(OC)ccc(OC)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)),Product_94,CCc1ccc(Nc2ccc(C)cc2)cc1,CCc1ccc(Cl)cc1.Cc1ccc(N)cc1.O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1c(OC)ccc(OC)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)).Cc1cc(-n2cccc2)no1.CN1CCCN2CCCN=C12>>CCc1ccc(Nc2ccc(C)cc2)cc1,9.293896224,"((5,), (5,))","((5,), (6,))",8
95,Halide_12,FC(F)(F)c1ccc(I)cc1,Methylaniline_0,Cc1ccc(N)cc1,Additive_0,Cc1cc(C)on1,Base_2,CN(C)C(=NC(C)(C)C)N(C)C,Pd_0,O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1c(OC)ccc(OC)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)),Product_95,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,FC(F)(F)c1ccc(I)cc1.Cc1ccc(N)cc1.O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1c(OC)ccc(OC)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)).Cc1cc(C)on1.CN(C)C(=NC(C)(C)C)N(C)C>>Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,34.84480888,"((7,), (5,))","((6,), (5,))",8
96,Halide_14,FC(F)(F)c1ccc(Br)cc1,Methylaniline_0,Cc1ccc(N)cc1,Additive_3,CCOC(=O)c1ccon1,Base_0,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,Pd_0,O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1c(OC)ccc(OC)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)),Product_96,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,FC(F)(F)c1ccc(Br)cc1.Cc1ccc(N)cc1.O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1c(OC)ccc(OC)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)).CCOC(=O)c1ccon1.CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C>>Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,0.0,"((7,), (5,))","((6,), (5,))",8
97,Halide_13,COc1ccc(I)cc1,Methylaniline_0,Cc1ccc(N)cc1,Additive_18,c1ccc2nocc2c1,Base_2,CN(C)C(=NC(C)(C)C)N(C)C,Pd_2,O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1c(OC)ccc(OC)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)),Product_97,COc1ccc(Nc2ccc(C)cc2)cc1,COc1ccc(I)cc1.Cc1ccc(N)cc1.O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1c(OC)ccc(OC)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)).c1ccc2nocc2c1.CN(C)C(=NC(C)(C)C)N(C)C>>COc1ccc(Nc2ccc(C)cc2)cc1,15.30703648,"((5,), (5,))","((5,), (6,))",8
98,Halide_1,Brc1ccccn1,Methylaniline_0,Cc1ccc(N)cc1,Additive_11,c1ccc(CN(Cc2ccccc2)c2ccon2)cc1,Base_2,CN(C)C(=NC(C)(C)C)N(C)C,Pd_0,O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1c(OC)ccc(OC)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)),Product_98,Cc1ccc(Nc2ccccn2)cc1,Brc1ccccn1.Cc1ccc(N)cc1.O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1c(OC)ccc(OC)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)).c1ccc(CN(Cc2ccccc2)c2ccon2)cc1.CN(C)C(=NC(C)(C)C)N(C)C>>Cc1ccc(Nc2ccccn2)cc1,41.4297554,"((1,), (5,))","((6,), (5,))",8
99,Halide_14,FC(F)(F)c1ccc(Br)cc1,Methylaniline_0,Cc1ccc(N)cc1,Additive_15,Cc1ccno1,Base_2,CN(C)C(=NC(C)(C)C)N(C)C,Pd_3,O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)),Product_99,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,FC(F)(F)c1ccc(Br)cc1.Cc1ccc(N)cc1.O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)).Cc1ccno1.CN(C)C(=NC(C)(C)C)N(C)C>>Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,32.25917309,"((7,), (5,))","((6,), (5,))",8
100,Halide_7,CCc1ccc(Br)cc1,Methylaniline_0,Cc1ccc(N)cc1,Additive_20,c1ccc(-c2ccno2)cc1,Base_2,CN(C)C(=NC(C)(C)C)N(C)C,Pd_0,O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1c(OC)ccc(OC)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)),Product_100,CCc1ccc(Nc2ccc(C)cc2)cc1,CCc1ccc(Br)cc1.Cc1ccc(N)cc1.O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1c(OC)ccc(OC)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)).c1ccc(-c2ccno2)cc1.CN(C)C(=NC(C)(C)C)N(C)C>>CCc1ccc(Nc2ccc(C)cc2)cc1,29.29795514,"((5,), (5,))","((5,), (6,))",8
101,Halide_11,COc1ccc(Br)cc1,Methylaniline_0,Cc1ccc(N)cc1,Additive_15,Cc1ccno1,Base_1,CN1CCCN2CCCN=C12,Pd_2,O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1c(OC)ccc(OC)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)),Product_101,COc1ccc(Nc2ccc(C)cc2)cc1,COc1ccc(Br)cc1.Cc1ccc(N)cc1.O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1c(OC)ccc(OC)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)).Cc1ccno1.CN1CCCN2CCCN=C12>>COc1ccc(Nc2ccc(C)cc2)cc1,35.46998729,"((5,), (5,))","((5,), (6,))",8
102,Halide_7,CCc1ccc(Br)cc1,Methylaniline_0,Cc1ccc(N)cc1,Additive_5,Cc1ccon1,Base_1,CN1CCCN2CCCN=C12,Pd_0,O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1c(OC)ccc(OC)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)),Product_102,CCc1ccc(Nc2ccc(C)cc2)cc1,CCc1ccc(Br)cc1.Cc1ccc(N)cc1.O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1c(OC)ccc(OC)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)).Cc1ccon1.CN1CCCN2CCCN=C12>>CCc1ccc(Nc2ccc(C)cc2)cc1,80.68492948,"((5,), (5,))","((5,), (6,))",8
103,Halide_13,COc1ccc(I)cc1,Methylaniline_0,Cc1ccc(N)cc1,Additive_6,c1ccc(-c2cnoc2)cc1,Base_1,CN1CCCN2CCCN=C12,Pd_2,O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1c(OC)ccc(OC)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)),Product_103,COc1ccc(Nc2ccc(C)cc2)cc1,COc1ccc(I)cc1.Cc1ccc(N)cc1.O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1c(OC)ccc(OC)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)).c1ccc(-c2cnoc2)cc1.CN1CCCN2CCCN=C12>>COc1ccc(Nc2ccc(C)cc2)cc1,36.05750203,"((5,), (5,))","((5,), (6,))",8
104,Halide_14,FC(F)(F)c1ccc(Br)cc1,Methylaniline_0,Cc1ccc(N)cc1,Additive_5,Cc1ccon1,Base_1,CN1CCCN2CCCN=C12,Pd_0,O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1c(OC)ccc(OC)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)),Product_104,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,FC(F)(F)c1ccc(Br)cc1.Cc1ccc(N)cc1.O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1c(OC)ccc(OC)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)).Cc1ccon1.CN1CCCN2CCCN=C12>>Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,49.15372199,"((7,), (5,))","((6,), (5,))",8
105,Halide_14,FC(F)(F)c1ccc(Br)cc1,Methylaniline_0,Cc1ccc(N)cc1,Additive_0,Cc1cc(C)on1,Base_1,CN1CCCN2CCCN=C12,Pd_1,O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C1CCCCC1)C1CCCCC1)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)),Product_105,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,FC(F)(F)c1ccc(Br)cc1.Cc1ccc(N)cc1.O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C1CCCCC1)C1CCCCC1)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)).Cc1cc(C)on1.CN1CCCN2CCCN=C12>>Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,25.0144043,"((7,), (5,))","((6,), (5,))",8
106,Halide_12,FC(F)(F)c1ccc(I)cc1,Methylaniline_0,Cc1ccc(N)cc1,Additive_21,c1ccc2oncc2c1,Base_2,CN(C)C(=NC(C)(C)C)N(C)C,Pd_0,O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1c(OC)ccc(OC)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)),Product_106,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,FC(F)(F)c1ccc(I)cc1.Cc1ccc(N)cc1.O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1c(OC)ccc(OC)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)).c1ccc2oncc2c1.CN(C)C(=NC(C)(C)C)N(C)C>>Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,30.77223842,"((7,), (5,))","((6,), (5,))",8
107,Halide_2,CCc1ccc(I)cc1,Methylaniline_0,Cc1ccc(N)cc1,Additive_13,CCOC(=O)c1cc(OC)no1,Base_0,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,Pd_0,O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1c(OC)ccc(OC)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)),Product_107,CCc1ccc(Nc2ccc(C)cc2)cc1,CCc1ccc(I)cc1.Cc1ccc(N)cc1.O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1c(OC)ccc(OC)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)).CCOC(=O)c1cc(OC)no1.CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C>>CCc1ccc(Nc2ccc(C)cc2)cc1,69.97034068,"((5,), (5,))","((5,), (6,))",8
108,Halide_10,Ic1cccnc1,Methylaniline_0,Cc1ccc(N)cc1,Additive_1,COC(=O)c1ccno1,Base_0,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,Pd_1,O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C1CCCCC1)C1CCCCC1)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)),Product_108,Cc1ccc(Nc2cccnc2)cc1,Ic1cccnc1.Cc1ccc(N)cc1.O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C1CCCCC1)C1CCCCC1)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)).COC(=O)c1ccno1.CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C>>Cc1ccc(Nc2cccnc2)cc1,8.546147234,"((1,), (5,))","((6,), (5,))",8
109,Halide_0,Clc1ccccn1,Methylaniline_0,Cc1ccc(N)cc1,Additive_6,c1ccc(-c2cnoc2)cc1,Base_1,CN1CCCN2CCCN=C12,Pd_1,O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C1CCCCC1)C1CCCCC1)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)),Product_109,Cc1ccc(Nc2ccccn2)cc1,Clc1ccccn1.Cc1ccc(N)cc1.O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C1CCCCC1)C1CCCCC1)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)).c1ccc(-c2cnoc2)cc1.CN1CCCN2CCCN=C12>>Cc1ccc(Nc2ccccn2)cc1,15.69796379,"((1,), (5,))","((6,), (5,))",8
110,Halide_14,FC(F)(F)c1ccc(Br)cc1,Methylaniline_0,Cc1ccc(N)cc1,Additive_21,c1ccc2oncc2c1,Base_2,CN(C)C(=NC(C)(C)C)N(C)C,Pd_0,O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1c(OC)ccc(OC)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)),Product_110,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,FC(F)(F)c1ccc(Br)cc1.Cc1ccc(N)cc1.O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1c(OC)ccc(OC)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)).c1ccc2oncc2c1.CN(C)C(=NC(C)(C)C)N(C)C>>Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,19.31180946,"((7,), (5,))","((6,), (5,))",8
111,Halide_11,COc1ccc(Br)cc1,Methylaniline_0,Cc1ccc(N)cc1,Additive_15,Cc1ccno1,Base_2,CN(C)C(=NC(C)(C)C)N(C)C,Pd_1,O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C1CCCCC1)C1CCCCC1)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)),Product_111,COc1ccc(Nc2ccc(C)cc2)cc1,COc1ccc(Br)cc1.Cc1ccc(N)cc1.O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C1CCCCC1)C1CCCCC1)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)).Cc1ccno1.CN(C)C(=NC(C)(C)C)N(C)C>>COc1ccc(Nc2ccc(C)cc2)cc1,9.043513945,"((5,), (5,))","((5,), (6,))",8
112,Halide_6,Ic1ccccn1,Methylaniline_0,Cc1ccc(N)cc1,Additive_21,c1ccc2oncc2c1,Base_1,CN1CCCN2CCCN=C12,Pd_0,O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1c(OC)ccc(OC)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)),Product_112,Cc1ccc(Nc2ccccn2)cc1,Ic1ccccn1.Cc1ccc(N)cc1.O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1c(OC)ccc(OC)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)).c1ccc2oncc2c1.CN1CCCN2CCCN=C12>>Cc1ccc(Nc2ccccn2)cc1,80.80959568,"((1,), (5,))","((6,), (5,))",8
113,Halide_13,COc1ccc(I)cc1,Methylaniline_0,Cc1ccc(N)cc1,Additive_11,c1ccc(CN(Cc2ccccc2)c2ccon2)cc1,Base_1,CN1CCCN2CCCN=C12,Pd_0,O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1c(OC)ccc(OC)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)),Product_113,COc1ccc(Nc2ccc(C)cc2)cc1,COc1ccc(I)cc1.Cc1ccc(N)cc1.O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1c(OC)ccc(OC)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)).c1ccc(CN(Cc2ccccc2)c2ccon2)cc1.CN1CCCN2CCCN=C12>>COc1ccc(Nc2ccc(C)cc2)cc1,68.2481271,"((5,), (5,))","((5,), (6,))",8
114,Halide_2,CCc1ccc(I)cc1,Methylaniline_0,Cc1ccc(N)cc1,Additive_10,Cc1cc(-c2ccccc2)on1,Base_1,CN1CCCN2CCCN=C12,Pd_3,O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)),Product_114,CCc1ccc(Nc2ccc(C)cc2)cc1,CCc1ccc(I)cc1.Cc1ccc(N)cc1.O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)).Cc1cc(-c2ccccc2)on1.CN1CCCN2CCCN=C12>>CCc1ccc(Nc2ccc(C)cc2)cc1,68.71737558,"((5,), (5,))","((5,), (6,))",8
115,Halide_6,Ic1ccccn1,Methylaniline_0,Cc1ccc(N)cc1,Additive_0,Cc1cc(C)on1,Base_1,CN1CCCN2CCCN=C12,Pd_3,O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)),Product_115,Cc1ccc(Nc2ccccn2)cc1,Ic1ccccn1.Cc1ccc(N)cc1.O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)).Cc1cc(C)on1.CN1CCCN2CCCN=C12>>Cc1ccc(Nc2ccccn2)cc1,83.65366275,"((1,), (5,))","((6,), (5,))",8
116,Halide_14,FC(F)(F)c1ccc(Br)cc1,Methylaniline_0,Cc1ccc(N)cc1,Additive_2,CCOC(=O)c1cnoc1,Base_0,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,Pd_2,O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1c(OC)ccc(OC)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)),Product_116,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,FC(F)(F)c1ccc(Br)cc1.Cc1ccc(N)cc1.O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1c(OC)ccc(OC)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)).CCOC(=O)c1cnoc1.CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C>>Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,5.992320527,"((7,), (5,))","((6,), (5,))",8
117,Halide_7,CCc1ccc(Br)cc1,Methylaniline_0,Cc1ccc(N)cc1,Additive_17,CCOC(=O)c1cc(C)on1,Base_1,CN1CCCN2CCCN=C12,Pd_3,O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)),Product_117,CCc1ccc(Nc2ccc(C)cc2)cc1,CCc1ccc(Br)cc1.Cc1ccc(N)cc1.O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)).CCOC(=O)c1cc(C)on1.CN1CCCN2CCCN=C12>>CCc1ccc(Nc2ccc(C)cc2)cc1,78.80108905,"((5,), (5,))","((5,), (6,))",8
