,Reactant1_name,Reactant1_smi,Reactant2_name,Reactant2_smi,Base_name,Base_smi,Solvent_name,Solvent_smi,Pd_catalyst_name,Pd_catalyst_smi,Product_name,Product_smi,rxn,Output,React_sites_R1_R2,Prod_sites,Pd_site
10,Reactant1_0,CCc1cccc(CC)c1.Clc1ccc2ncccc2c1,Reactant2_0,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Base_0,O[Na],Solvent_0,CC#N,Pd_10,CC1(C)c2cccc3c2Oc2c1cccc2P(c1ccccc1)(c1ccccc1)->[Pd]<-P3(c1ccccc1)c1ccccc1,Product_0,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,CCc1cccc(CC)c1.Clc1ccc2ncccc2c1.Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O.CC1(C)c2cccc3c2Oc2c1cccc2P(c1ccccc1)(c1ccccc1)->[Pd]<-P3(c1ccccc1)c1ccccc1.O[Na].CC#N>>Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,0.0210830716745609,"((11,), (15,))","((16,), (15,))",29
11,Reactant1_0,CCc1cccc(CC)c1.Clc1ccc2ncccc2c1,Reactant2_0,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Base_0,O[Na],Solvent_0,CC#N,Pd_11,CC(=O)O->[Pd]<-OC(C)=O,Product_0,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,CCc1cccc(CC)c1.Clc1ccc2ncccc2c1.Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O.CC(=O)O->[Pd]<-OC(C)=O.O[Na].CC#N>>Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,0.17085231062003298,"((11,), (15,))","((16,), (15,))",4
12,Reactant1_0,CCc1cccc(CC)c1.Clc1ccc2ncccc2c1,Reactant2_0,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Base_1,O=C(O)O[Na],Solvent_0,CC#N,Pd_0,CC(C)(C)P(->[Pd])(C(C)(C)C)C(C)(C)C,Product_0,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,CCc1cccc(CC)c1.Clc1ccc2ncccc2c1.Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O.CC(C)(C)P(->[Pd])(C(C)(C)C)C(C)(C)C.O=C(O)O[Na].CC#N>>Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,0.0315768624811382,"((11,), (15,))","((16,), (15,))",5
13,Reactant1_0,CCc1cccc(CC)c1.Clc1ccc2ncccc2c1,Reactant2_0,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Base_1,O=C(O)O[Na],Solvent_0,CC#N,Pd_1,[Pd]<-P(c1ccccc1)(c1ccccc1)c1ccccc1,Product_0,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,CCc1cccc(CC)c1.Clc1ccc2ncccc2c1.Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O.[Pd]<-P(c1ccccc1)(c1ccccc1)c1ccccc1.O=C(O)O[Na].CC#N>>Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,0.0475379053091498,"((11,), (15,))","((16,), (15,))",0
14,Reactant1_0,CCc1cccc(CC)c1.Clc1ccc2ncccc2c1,Reactant2_0,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Base_1,O=C(O)O[Na],Solvent_0,CC#N,Pd_2,CN(C)c1ccc(P(->[Pd])(C(C)(C)C)C(C)(C)C)cc1,Product_0,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,CCc1cccc(CC)c1.Clc1ccc2ncccc2c1.Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O.CN(C)c1ccc(P(->[Pd])(C(C)(C)C)C(C)(C)C)cc1.O=C(O)O[Na].CC#N>>Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,0.0246181658212302,"((11,), (15,))","((16,), (15,))",8
15,Reactant1_0,CCc1cccc(CC)c1.Clc1ccc2ncccc2c1,Reactant2_0,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Base_1,O=C(O)O[Na],Solvent_0,CC#N,Pd_3,[Pd]<-P(C1CCCCC1)(C1CCCCC1)C1CCCCC1,Product_0,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,CCc1cccc(CC)c1.Clc1ccc2ncccc2c1.Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O.[Pd]<-P(C1CCCCC1)(C1CCCCC1)C1CCCCC1.O=C(O)O[Na].CC#N>>Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,0.05267140865080169,"((11,), (15,))","((16,), (15,))",0
16,Reactant1_0,CCc1cccc(CC)c1.Clc1ccc2ncccc2c1,Reactant2_0,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Base_1,O=C(O)O[Na],Solvent_0,CC#N,Pd_4,Cc1ccccc1P(->[Pd])(c1ccccc1C)c1ccccc1C,Product_0,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,CCc1cccc(CC)c1.Clc1ccc2ncccc2c1.Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O.Cc1ccccc1P(->[Pd])(c1ccccc1C)c1ccccc1C.O=C(O)O[Na].CC#N>>Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,0.0195634116073256,"((11,), (15,))","((16,), (15,))",8
17,Reactant1_0,CCc1cccc(CC)c1.Clc1ccc2ncccc2c1,Reactant2_0,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Base_1,O=C(O)O[Na],Solvent_0,CC#N,Pd_5,CCCCP(->[Pd])(C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2,Product_0,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,CCc1cccc(CC)c1.Clc1ccc2ncccc2c1.Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O.CCCCP(->[Pd])(C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2.O=C(O)O[Na].CC#N>>Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,0.033470521471338305,"((11,), (15,))","((16,), (15,))",5
18,Reactant1_0,CCc1cccc(CC)c1.Clc1ccc2ncccc2c1,Reactant2_0,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Base_1,O=C(O)O[Na],Solvent_0,CC#N,Pd_6,COc1cccc(OC)c1-c1ccccc1P(->[Pd])(C1CCCCC1)C1CCCCC1,Product_0,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,CCc1cccc(CC)c1.Clc1ccc2ncccc2c1.Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O.COc1cccc(OC)c1-c1ccccc1P(->[Pd])(C1CCCCC1)C1CCCCC1.O=C(O)O[Na].CC#N>>Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,0.6922093433688,"((11,), (15,))","((16,), (15,))",17
19,Reactant1_0,CCc1cccc(CC)c1.Clc1ccc2ncccc2c1,Reactant2_0,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Base_1,O=C(O)O[Na],Solvent_0,CC#N,Pd_7,CC(C)(C)P1(C(C)(C)C)->[Pd]<-P(C(C)(C)C)(C(C)(C)C)C23C4C5C6C2[Fe]56432789C3C2C7C18C39,Product_0,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,CCc1cccc(CC)c1.Clc1ccc2ncccc2c1.Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O.CC(C)(C)P1(C(C)(C)C)->[Pd]<-P(C(C)(C)C)(C(C)(C)C)C23C4C5C6C2[Fe]56432789C3C2C7C18C39.O=C(O)O[Na].CC#N>>Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,0.0510255242912967,"((11,), (15,))","((16,), (15,))",9
20,Reactant1_0,CCc1cccc(CC)c1.Clc1ccc2ncccc2c1,Reactant2_0,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Base_1,O=C(O)O[Na],Solvent_0,CC#N,Pd_8,CC(C)c1cc(C(C)C)c(-c2ccccc2P(->[Pd])(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,Product_0,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,CCc1cccc(CC)c1.Clc1ccc2ncccc2c1.Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O.CC(C)c1cc(C(C)C)c(-c2ccccc2P(->[Pd])(C2CCCCC2)C2CCCCC2)c(C(C)C)c1.O=C(O)O[Na].CC#N>>Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,0.8319063214096271,"((11,), (15,))","((16,), (15,))",17
21,Reactant1_0,CCc1cccc(CC)c1.Clc1ccc2ncccc2c1,Reactant2_0,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Base_1,O=C(O)O[Na],Solvent_0,CC#N,Pd_9,c1ccc(P2(c3ccccc3)->[Pd]<-P(c3ccccc3)(c3ccccc3)C34C5C6C7C3[Fe]6754389%10C4C3C8C29C4%10)cc1,Product_0,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,CCc1cccc(CC)c1.Clc1ccc2ncccc2c1.Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O.c1ccc(P2(c3ccccc3)->[Pd]<-P(c3ccccc3)(c3ccccc3)C34C5C6C7C3[Fe]6754389%10C4C3C8C29C4%10)cc1.O=C(O)O[Na].CC#N>>Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,0.13680381672727399,"((11,), (15,))","((16,), (15,))",11
22,Reactant1_0,CCc1cccc(CC)c1.Clc1ccc2ncccc2c1,Reactant2_0,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Base_1,O=C(O)O[Na],Solvent_0,CC#N,Pd_10,CC1(C)c2cccc3c2Oc2c1cccc2P(c1ccccc1)(c1ccccc1)->[Pd]<-P3(c1ccccc1)c1ccccc1,Product_0,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,CCc1cccc(CC)c1.Clc1ccc2ncccc2c1.Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O.CC1(C)c2cccc3c2Oc2c1cccc2P(c1ccccc1)(c1ccccc1)->[Pd]<-P3(c1ccccc1)c1ccccc1.O=C(O)O[Na].CC#N>>Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,0.0182471592243866,"((11,), (15,))","((16,), (15,))",29
23,Reactant1_0,CCc1cccc(CC)c1.Clc1ccc2ncccc2c1,Reactant2_0,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Base_1,O=C(O)O[Na],Solvent_0,CC#N,Pd_11,CC(=O)O->[Pd]<-OC(C)=O,Product_0,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,CCc1cccc(CC)c1.Clc1ccc2ncccc2c1.Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O.CC(=O)O->[Pd]<-OC(C)=O.O=C(O)O[Na].CC#N>>Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,0.10994082002903999,"((11,), (15,))","((16,), (15,))",4
24,Reactant1_0,CCc1cccc(CC)c1.Clc1ccc2ncccc2c1,Reactant2_0,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Base_2,F[Cs],Solvent_0,CC#N,Pd_0,CC(C)(C)P(->[Pd])(C(C)(C)C)C(C)(C)C,Product_0,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,CCc1cccc(CC)c1.Clc1ccc2ncccc2c1.Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O.CC(C)(C)P(->[Pd])(C(C)(C)C)C(C)(C)C.F[Cs].CC#N>>Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,0.0178675303928125,"((11,), (15,))","((16,), (15,))",5
25,Reactant1_0,CCc1cccc(CC)c1.Clc1ccc2ncccc2c1,Reactant2_0,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Base_2,F[Cs],Solvent_0,CC#N,Pd_1,[Pd]<-P(c1ccccc1)(c1ccccc1)c1ccccc1,Product_0,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,CCc1cccc(CC)c1.Clc1ccc2ncccc2c1.Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O.[Pd]<-P(c1ccccc1)(c1ccccc1)c1ccccc1.F[Cs].CC#N>>Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,0.0435920116829955,"((11,), (15,))","((16,), (15,))",0
26,Reactant1_0,CCc1cccc(CC)c1.Clc1ccc2ncccc2c1,Reactant2_0,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Base_2,F[Cs],Solvent_0,CC#N,Pd_2,CN(C)c1ccc(P(->[Pd])(C(C)(C)C)C(C)(C)C)cc1,Product_0,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,CCc1cccc(CC)c1.Clc1ccc2ncccc2c1.Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O.CN(C)c1ccc(P(->[Pd])(C(C)(C)C)C(C)(C)C)cc1.F[Cs].CC#N>>Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,0.0270970319261194,"((11,), (15,))","((16,), (15,))",8
27,Reactant1_0,CCc1cccc(CC)c1.Clc1ccc2ncccc2c1,Reactant2_0,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Base_2,F[Cs],Solvent_0,CC#N,Pd_3,[Pd]<-P(C1CCCCC1)(C1CCCCC1)C1CCCCC1,Product_0,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,CCc1cccc(CC)c1.Clc1ccc2ncccc2c1.Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O.[Pd]<-P(C1CCCCC1)(C1CCCCC1)C1CCCCC1.F[Cs].CC#N>>Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,0.0648652823683892,"((11,), (15,))","((16,), (15,))",0
28,Reactant1_0,CCc1cccc(CC)c1.Clc1ccc2ncccc2c1,Reactant2_0,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Base_2,F[Cs],Solvent_0,CC#N,Pd_4,Cc1ccccc1P(->[Pd])(c1ccccc1C)c1ccccc1C,Product_0,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,CCc1cccc(CC)c1.Clc1ccc2ncccc2c1.Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O.Cc1ccccc1P(->[Pd])(c1ccccc1C)c1ccccc1C.F[Cs].CC#N>>Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,0.0210068590036068,"((11,), (15,))","((16,), (15,))",8
29,Reactant1_0,CCc1cccc(CC)c1.Clc1ccc2ncccc2c1,Reactant2_0,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Base_2,F[Cs],Solvent_0,CC#N,Pd_5,CCCCP(->[Pd])(C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2,Product_0,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,CCc1cccc(CC)c1.Clc1ccc2ncccc2c1.Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O.CCCCP(->[Pd])(C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2.F[Cs].CC#N>>Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,0.0332272956618858,"((11,), (15,))","((16,), (15,))",5
30,Reactant1_0,CCc1cccc(CC)c1.Clc1ccc2ncccc2c1,Reactant2_0,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Base_2,F[Cs],Solvent_0,CC#N,Pd_6,COc1cccc(OC)c1-c1ccccc1P(->[Pd])(C1CCCCC1)C1CCCCC1,Product_0,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,CCc1cccc(CC)c1.Clc1ccc2ncccc2c1.Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O.COc1cccc(OC)c1-c1ccccc1P(->[Pd])(C1CCCCC1)C1CCCCC1.F[Cs].CC#N>>Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,0.6844400164755391,"((11,), (15,))","((16,), (15,))",17
31,Reactant1_0,CCc1cccc(CC)c1.Clc1ccc2ncccc2c1,Reactant2_0,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Base_2,F[Cs],Solvent_0,CC#N,Pd_7,CC(C)(C)P1(C(C)(C)C)->[Pd]<-P(C(C)(C)C)(C(C)(C)C)C23C4C5C6C2[Fe]56432789C3C2C7C18C39,Product_0,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,CCc1cccc(CC)c1.Clc1ccc2ncccc2c1.Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O.CC(C)(C)P1(C(C)(C)C)->[Pd]<-P(C(C)(C)C)(C(C)(C)C)C23C4C5C6C2[Fe]56432789C3C2C7C18C39.F[Cs].CC#N>>Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,0.058381001733826106,"((11,), (15,))","((16,), (15,))",9
32,Reactant1_0,CCc1cccc(CC)c1.Clc1ccc2ncccc2c1,Reactant2_0,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Base_2,F[Cs],Solvent_0,CC#N,Pd_8,CC(C)c1cc(C(C)C)c(-c2ccccc2P(->[Pd])(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,Product_0,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,CCc1cccc(CC)c1.Clc1ccc2ncccc2c1.Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O.CC(C)c1cc(C(C)C)c(-c2ccccc2P(->[Pd])(C2CCCCC2)C2CCCCC2)c(C(C)C)c1.F[Cs].CC#N>>Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,0.730197105076637,"((11,), (15,))","((16,), (15,))",17
33,Reactant1_0,CCc1cccc(CC)c1.Clc1ccc2ncccc2c1,Reactant2_0,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Base_2,F[Cs],Solvent_0,CC#N,Pd_9,c1ccc(P2(c3ccccc3)->[Pd]<-P(c3ccccc3)(c3ccccc3)C34C5C6C7C3[Fe]6754389%10C4C3C8C29C4%10)cc1,Product_0,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,CCc1cccc(CC)c1.Clc1ccc2ncccc2c1.Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O.c1ccc(P2(c3ccccc3)->[Pd]<-P(c3ccccc3)(c3ccccc3)C34C5C6C7C3[Fe]6754389%10C4C3C8C29C4%10)cc1.F[Cs].CC#N>>Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,0.131958561281243,"((11,), (15,))","((16,), (15,))",11
