,Arene_name,Arene_smi,Radical_name,Radical_smi,Product_name,Product_smi,rxn,Output,React_sites_Ar_R,Prod_sites
33,Arene_11,CC(C)(C)c1ccsc1,Radical_0,C[C](C)C#N,Product-Ar11-R0-P33,CC(C)(C)c1csc(C(C)(C)C#N)c1,CC(C)(C)c1ccsc1.C[C](C)C#N>>CC(C)(C)c1csc(C(C)(C)C#N)c1,20.7,"((6,), (1,))","((7,), (8,))"
34,Arene_11,CC(C)(C)c1ccsc1,Radical_0,C[C](C)C#N,Product-Ar11-R0-P34,CC(C)(C)c1cscc1C(C)(C)C#N,CC(C)(C)c1ccsc1.C[C](C)C#N>>CC(C)(C)c1cscc1C(C)(C)C#N,28.1,"((5,), (1,))","((8,), (9,))"
35,Arene_11,CC(C)(C)c1ccsc1,Radical_0,C[C](C)C#N,Product-Ar11-R0-P35,CC(C)(C)c1ccsc1C(C)(C)C#N,CC(C)(C)c1ccsc1.C[C](C)C#N>>CC(C)(C)c1ccsc1C(C)(C)C#N,23.6,"((8,), (1,))","((8,), (9,))"
36,Arene_12,FC(F)(F)c1nccs1,Radical_0,C[C](C)C#N,Product-Ar12-R0-P36,CC(C)(C#N)c1csc(C(F)(F)F)n1,FC(F)(F)c1nccs1.C[C](C)C#N>>CC(C)(C#N)c1csc(C(F)(F)F)n1,24.3,"((6,), (1,))","((5,), (1,))"
37,Arene_12,FC(F)(F)c1nccs1,Radical_0,C[C](C)C#N,Product-Ar12-R0-P37,CC(C)(C#N)c1cnc(C(F)(F)F)s1,FC(F)(F)c1nccs1.C[C](C)C#N>>CC(C)(C#N)c1cnc(C(F)(F)F)s1,21.1,"((7,), (1,))","((5,), (1,))"
38,Arene_13,CC(C)(C)c1nccs1,Radical_0,C[C](C)C#N,Product-Ar13-R0-P38,CC(C)(C)c1nc(C(C)(C)C#N)cs1,CC(C)(C)c1nccs1.C[C](C)C#N>>CC(C)(C)c1nc(C(C)(C)C#N)cs1,22.5,"((6,), (1,))","((6,), (7,))"
39,Arene_13,CC(C)(C)c1nccs1,Radical_0,C[C](C)C#N,Product-Ar13-R0-P39,CC(C)(C)c1ncc(C(C)(C)C#N)s1,CC(C)(C)c1nccs1.C[C](C)C#N>>CC(C)(C)c1ncc(C(C)(C)C#N)s1,20.8,"((7,), (1,))","((7,), (8,))"
40,Arene_14,FC(F)(F)c1cscn1,Radical_0,C[C](C)C#N,Product-Ar14-R0-P40,CC(C)(C#N)c1nc(C(F)(F)F)cs1,FC(F)(F)c1cscn1.C[C](C)C#N>>CC(C)(C#N)c1nc(C(F)(F)F)cs1,20.9,"((7,), (1,))","((5,), (1,))"
41,Arene_14,FC(F)(F)c1cscn1,Radical_0,C[C](C)C#N,Product-Ar14-R0-P41,CC(C)(C#N)c1scnc1C(F)(F)F,FC(F)(F)c1cscn1.C[C](C)C#N>>CC(C)(C#N)c1scnc1C(F)(F)F,22.4,"((5,), (1,))","((5,), (1,))"
42,Arene_15,CC(C)(C)c1cscn1,Radical_0,C[C](C)C#N,Product-Ar15-R0-P42,CC(C)(C)c1csc(C(C)(C)C#N)n1,CC(C)(C)c1cscn1.C[C](C)C#N>>CC(C)(C)c1csc(C(C)(C)C#N)n1,20.2,"((7,), (1,))","((7,), (8,))"
43,Arene_15,CC(C)(C)c1cscn1,Radical_0,C[C](C)C#N,Product-Ar15-R0-P43,CC(C)(C)c1ncsc1C(C)(C)C#N,CC(C)(C)c1cscn1.C[C](C)C#N>>CC(C)(C)c1ncsc1C(C)(C)C#N,24.1,"((5,), (1,))","((8,), (9,))"
44,Arene_16,FC(F)(F)c1cncs1,Radical_0,C[C](C)C#N,Product-Ar16-R0-P44,CC(C)(C#N)c1ncc(C(F)(F)F)s1,FC(F)(F)c1cncs1.C[C](C)C#N>>CC(C)(C#N)c1ncc(C(F)(F)F)s1,20.5,"((7,), (1,))","((5,), (1,))"
45,Arene_16,FC(F)(F)c1cncs1,Radical_0,C[C](C)C#N,Product-Ar16-R0-P45,CC(C)(C#N)c1ncsc1C(F)(F)F,FC(F)(F)c1cncs1.C[C](C)C#N>>CC(C)(C#N)c1ncsc1C(F)(F)F,23.8,"((5,), (1,))","((5,), (1,))"
46,Arene_17,CC(C)(C)c1cncs1,Radical_0,C[C](C)C#N,Product-Ar17-R0-P46,CC(C)(C)c1cnc(C(C)(C)C#N)s1,CC(C)(C)c1cncs1.C[C](C)C#N>>CC(C)(C)c1cnc(C(C)(C)C#N)s1,19.4,"((7,), (1,))","((7,), (8,))"
47,Arene_17,CC(C)(C)c1cncs1,Radical_0,C[C](C)C#N,Product-Ar17-R0-P47,CC(C)(C)c1scnc1C(C)(C)C#N,CC(C)(C)c1cncs1.C[C](C)C#N>>CC(C)(C)c1scnc1C(C)(C)C#N,27.1,"((5,), (1,))","((8,), (9,))"
48,Arene_18,FC(F)(F)c1ccsn1,Radical_0,C[C](C)C#N,Product-Ar18-R0-P48,CC(C)(C#N)c1csnc1C(F)(F)F,FC(F)(F)c1ccsn1.C[C](C)C#N>>CC(C)(C#N)c1csnc1C(F)(F)F,27.8,"((5,), (1,))","((5,), (1,))"
49,Arene_18,FC(F)(F)c1ccsn1,Radical_0,C[C](C)C#N,Product-Ar18-R0-P49,CC(C)(C#N)c1cc(C(F)(F)F)ns1,FC(F)(F)c1ccsn1.C[C](C)C#N>>CC(C)(C#N)c1cc(C(F)(F)F)ns1,22.0,"((6,), (1,))","((5,), (1,))"
50,Arene_19,CC(C)(C)c1ccsn1,Radical_0,C[C](C)C#N,Product-Ar19-R0-P50,CC(C)(C)c1nscc1C(C)(C)C#N,CC(C)(C)c1ccsn1.C[C](C)C#N>>CC(C)(C)c1nscc1C(C)(C)C#N,28.9,"((5,), (1,))","((8,), (9,))"
51,Arene_19,CC(C)(C)c1ccsn1,Radical_0,C[C](C)C#N,Product-Ar19-R0-P51,CC(C)(C)c1cc(C(C)(C)C#N)sn1,CC(C)(C)c1ccsn1.C[C](C)C#N>>CC(C)(C)c1cc(C(C)(C)C#N)sn1,21.9,"((6,), (1,))","((6,), (7,))"
52,Arene_20,FC(F)(F)c1cnsc1,Radical_0,C[C](C)C#N,Product-Ar20-R0-P52,CC(C)(C#N)c1nscc1C(F)(F)F,FC(F)(F)c1cnsc1.C[C](C)C#N>>CC(C)(C#N)c1nscc1C(F)(F)F,25.6,"((5,), (1,))","((5,), (1,))"
53,Arene_20,FC(F)(F)c1cnsc1,Radical_0,C[C](C)C#N,Product-Ar20-R0-P53,CC(C)(C#N)c1sncc1C(F)(F)F,FC(F)(F)c1cnsc1.C[C](C)C#N>>CC(C)(C#N)c1sncc1C(F)(F)F,22.4,"((8,), (1,))","((5,), (1,))"
54,Arene_21,CC(C)(C)c1cnsc1,Radical_0,C[C](C)C#N,Product-Ar21-R0-P54,CC(C)(C)c1csnc1C(C)(C)C#N,CC(C)(C)c1cnsc1.C[C](C)C#N>>CC(C)(C)c1csnc1C(C)(C)C#N,27.6,"((5,), (1,))","((8,), (9,))"
55,Arene_21,CC(C)(C)c1cnsc1,Radical_0,C[C](C)C#N,Product-Ar21-R0-P55,CC(C)(C)c1cnsc1C(C)(C)C#N,CC(C)(C)c1cnsc1.C[C](C)C#N>>CC(C)(C)c1cnsc1C(C)(C)C#N,24.1,"((8,), (1,))","((8,), (9,))"
56,Arene_22,FC(F)(F)c1ccns1,Radical_0,C[C](C)C#N,Product-Ar22-R0-P56,CC(C)(C#N)c1cc(C(F)(F)F)sn1,FC(F)(F)c1ccns1.C[C](C)C#N>>CC(C)(C#N)c1cc(C(F)(F)F)sn1,25.2,"((6,), (1,))","((5,), (1,))"
57,Arene_22,FC(F)(F)c1ccns1,Radical_0,C[C](C)C#N,Product-Ar22-R0-P57,CC(C)(C#N)c1cnsc1C(F)(F)F,FC(F)(F)c1ccns1.C[C](C)C#N>>CC(C)(C#N)c1cnsc1C(F)(F)F,25.2,"((5,), (1,))","((5,), (1,))"
58,Arene_23,CC(C)(C)c1ccns1,Radical_0,C[C](C)C#N,Product-Ar23-R0-P58,CC(C)(C)c1cc(C(C)(C)C#N)ns1,CC(C)(C)c1ccns1.C[C](C)C#N>>CC(C)(C)c1cc(C(C)(C)C#N)ns1,23.0,"((6,), (1,))","((6,), (7,))"
59,Arene_23,CC(C)(C)c1ccns1,Radical_0,C[C](C)C#N,Product-Ar23-R0-P59,CC(C)(C)c1sncc1C(C)(C)C#N,CC(C)(C)c1ccns1.C[C](C)C#N>>CC(C)(C)c1sncc1C(C)(C)C#N,28.4,"((5,), (1,))","((8,), (9,))"
60,Arene_24,FC(F)(F)c1ncco1,Radical_0,C[C](C)C#N,Product-Ar24-R0-P60,CC(C)(C#N)c1coc(C(F)(F)F)n1,FC(F)(F)c1ncco1.C[C](C)C#N>>CC(C)(C#N)c1coc(C(F)(F)F)n1,24.9,"((6,), (1,))","((5,), (1,))"
61,Arene_24,FC(F)(F)c1ncco1,Radical_0,C[C](C)C#N,Product-Ar24-R0-P61,CC(C)(C#N)c1cnc(C(F)(F)F)o1,FC(F)(F)c1ncco1.C[C](C)C#N>>CC(C)(C#N)c1cnc(C(F)(F)F)o1,19.9,"((7,), (1,))","((5,), (1,))"
62,Arene_25,CC(C)(C)c1ncco1,Radical_0,C[C](C)C#N,Product-Ar25-R0-P62,CC(C)(C)c1nc(C(C)(C)C#N)co1,CC(C)(C)c1ncco1.C[C](C)C#N>>CC(C)(C)c1nc(C(C)(C)C#N)co1,22.9,"((6,), (1,))","((6,), (7,))"
63,Arene_25,CC(C)(C)c1ncco1,Radical_0,C[C](C)C#N,Product-Ar25-R0-P63,CC(C)(C)c1ncc(C(C)(C)C#N)o1,CC(C)(C)c1ncco1.C[C](C)C#N>>CC(C)(C)c1ncc(C(C)(C)C#N)o1,19.3,"((7,), (1,))","((7,), (8,))"
64,Arene_26,FC(F)(F)c1cocn1,Radical_0,C[C](C)C#N,Product-Ar26-R0-P64,CC(C)(C#N)c1nc(C(F)(F)F)co1,FC(F)(F)c1cocn1.C[C](C)C#N>>CC(C)(C#N)c1nc(C(F)(F)F)co1,19.8,"((7,), (1,))","((5,), (1,))"
65,Arene_26,FC(F)(F)c1cocn1,Radical_0,C[C](C)C#N,Product-Ar26-R0-P65,CC(C)(C#N)c1ocnc1C(F)(F)F,FC(F)(F)c1cocn1.C[C](C)C#N>>CC(C)(C#N)c1ocnc1C(F)(F)F,19.9,"((5,), (1,))","((5,), (1,))"
66,Arene_27,CC(C)(C)c1cocn1,Radical_0,C[C](C)C#N,Product-Ar27-R0-P66,CC(C)(C)c1coc(C(C)(C)C#N)n1,CC(C)(C)c1cocn1.C[C](C)C#N>>CC(C)(C)c1coc(C(C)(C)C#N)n1,18.3,"((7,), (1,))","((7,), (8,))"
67,Arene_27,CC(C)(C)c1cocn1,Radical_0,C[C](C)C#N,Product-Ar27-R0-P67,CC(C)(C)c1ncoc1C(C)(C)C#N,CC(C)(C)c1cocn1.C[C](C)C#N>>CC(C)(C)c1ncoc1C(C)(C)C#N,20.8,"((5,), (1,))","((8,), (9,))"
68,Arene_28,FC(F)(F)c1cnco1,Radical_0,C[C](C)C#N,Product-Ar28-R0-P68,CC(C)(C#N)c1ncc(C(F)(F)F)o1,FC(F)(F)c1cnco1.C[C](C)C#N>>CC(C)(C#N)c1ncc(C(F)(F)F)o1,19.3,"((7,), (1,))","((5,), (1,))"
69,Arene_28,FC(F)(F)c1cnco1,Radical_0,C[C](C)C#N,Product-Ar28-R0-P69,CC(C)(C#N)c1ncoc1C(F)(F)F,FC(F)(F)c1cnco1.C[C](C)C#N>>CC(C)(C#N)c1ncoc1C(F)(F)F,23.5,"((5,), (1,))","((5,), (1,))"
70,Arene_29,CC(C)(C)c1cnco1,Radical_0,C[C](C)C#N,Product-Ar29-R0-P70,CC(C)(C)c1cnc(C(C)(C)C#N)o1,CC(C)(C)c1cnco1.C[C](C)C#N>>CC(C)(C)c1cnc(C(C)(C)C#N)o1,19.3,"((7,), (1,))","((7,), (8,))"
71,Arene_29,CC(C)(C)c1cnco1,Radical_0,C[C](C)C#N,Product-Ar29-R0-P71,CC(C)(C)c1ocnc1C(C)(C)C#N,CC(C)(C)c1cnco1.C[C](C)C#N>>CC(C)(C)c1ocnc1C(C)(C)C#N,25.4,"((5,), (1,))","((8,), (9,))"
72,Arene_30,FC(F)(F)c1ccon1,Radical_0,C[C](C)C#N,Product-Ar30-R0-P72,CC(C)(C#N)c1conc1C(F)(F)F,FC(F)(F)c1ccon1.C[C](C)C#N>>CC(C)(C#N)c1conc1C(F)(F)F,27.9,"((5,), (1,))","((5,), (1,))"
73,Arene_30,FC(F)(F)c1ccon1,Radical_0,C[C](C)C#N,Product-Ar30-R0-P73,CC(C)(C#N)c1cc(C(F)(F)F)no1,FC(F)(F)c1ccon1.C[C](C)C#N>>CC(C)(C#N)c1cc(C(F)(F)F)no1,20.7,"((6,), (1,))","((5,), (1,))"
74,Arene_31,CC(C)(C)c1ccon1,Radical_0,C[C](C)C#N,Product-Ar31-R0-P74,CC(C)(C)c1nocc1C(C)(C)C#N,CC(C)(C)c1ccon1.C[C](C)C#N>>CC(C)(C)c1nocc1C(C)(C)C#N,29.1,"((5,), (1,))","((8,), (9,))"
75,Arene_31,CC(C)(C)c1ccon1,Radical_0,C[C](C)C#N,Product-Ar31-R0-P75,CC(C)(C)c1cc(C(C)(C)C#N)on1,CC(C)(C)c1ccon1.C[C](C)C#N>>CC(C)(C)c1cc(C(C)(C)C#N)on1,21.3,"((6,), (1,))","((6,), (7,))"
76,Arene_32,FC(F)(F)c1cnoc1,Radical_0,C[C](C)C#N,Product-Ar32-R0-P76,CC(C)(C#N)c1nocc1C(F)(F)F,FC(F)(F)c1cnoc1.C[C](C)C#N>>CC(C)(C#N)c1nocc1C(F)(F)F,26.6,"((5,), (1,))","((5,), (1,))"
77,Arene_32,FC(F)(F)c1cnoc1,Radical_0,C[C](C)C#N,Product-Ar32-R0-P77,CC(C)(C#N)c1oncc1C(F)(F)F,FC(F)(F)c1cnoc1.C[C](C)C#N>>CC(C)(C#N)c1oncc1C(F)(F)F,20.7,"((8,), (1,))","((5,), (1,))"
78,Arene_33,CC(C)(C)c1cnoc1,Radical_0,C[C](C)C#N,Product-Ar33-R0-P78,CC(C)(C)c1conc1C(C)(C)C#N,CC(C)(C)c1cnoc1.C[C](C)C#N>>CC(C)(C)c1conc1C(C)(C)C#N,29.0,"((5,), (1,))","((8,), (9,))"
79,Arene_33,CC(C)(C)c1cnoc1,Radical_0,C[C](C)C#N,Product-Ar33-R0-P79,CC(C)(C)c1cnoc1C(C)(C)C#N,CC(C)(C)c1cnoc1.C[C](C)C#N>>CC(C)(C)c1cnoc1C(C)(C)C#N,21.9,"((8,), (1,))","((8,), (9,))"
80,Arene_34,FC(F)(F)c1ccno1,Radical_0,C[C](C)C#N,Product-Ar34-R0-P80,CC(C)(C#N)c1cc(C(F)(F)F)on1,FC(F)(F)c1ccno1.C[C](C)C#N>>CC(C)(C#N)c1cc(C(F)(F)F)on1,25.2,"((6,), (1,))","((5,), (1,))"
81,Arene_34,FC(F)(F)c1ccno1,Radical_0,C[C](C)C#N,Product-Ar34-R0-P81,CC(C)(C#N)c1cnoc1C(F)(F)F,FC(F)(F)c1ccno1.C[C](C)C#N>>CC(C)(C#N)c1cnoc1C(F)(F)F,24.2,"((5,), (1,))","((5,), (1,))"
82,Arene_35,CC(C)(C)c1ccno1,Radical_0,C[C](C)C#N,Product-Ar35-R0-P82,CC(C)(C)c1cc(C(C)(C)C#N)no1,CC(C)(C)c1ccno1.C[C](C)C#N>>CC(C)(C)c1cc(C(C)(C)C#N)no1,25.4,"((6,), (1,))","((6,), (7,))"
83,Arene_35,CC(C)(C)c1ccno1,Radical_0,C[C](C)C#N,Product-Ar35-R0-P83,CC(C)(C)c1oncc1C(C)(C)C#N,CC(C)(C)c1ccno1.C[C](C)C#N>>CC(C)(C)c1oncc1C(C)(C)C#N,27.9,"((5,), (1,))","((8,), (9,))"
84,Arene_36,FC(F)(F)c1ncc[nH]1,Radical_0,C[C](C)C#N,Product-Ar36-R0-P84,CC(C)(C#N)c1c[nH]c(C(F)(F)F)n1,FC(F)(F)c1ncc[nH]1.C[C](C)C#N>>CC(C)(C#N)c1c[nH]c(C(F)(F)F)n1,25.8,"((6,), (1,))","((5,), (1,))"
85,Arene_36,FC(F)(F)c1ncc[nH]1,Radical_0,C[C](C)C#N,Product-Ar36-R0-P85,CC(C)(C#N)c1cnc(C(F)(F)F)[nH]1,FC(F)(F)c1ncc[nH]1.C[C](C)C#N>>CC(C)(C#N)c1cnc(C(F)(F)F)[nH]1,22.6,"((7,), (1,))","((5,), (1,))"
86,Arene_37,CC(C)(C)c1ncc[nH]1,Radical_0,C[C](C)C#N,Product-Ar37-R0-P86,CC(C)(C)c1nc(C(C)(C)C#N)c[nH]1,CC(C)(C)c1ncc[nH]1.C[C](C)C#N>>CC(C)(C)c1nc(C(C)(C)C#N)c[nH]1,23.2,"((6,), (1,))","((6,), (7,))"
